user_id,avg_view_time,total_view_time,daily_videos,like_rate,relay_rate,total_actions,activity_level
85500,1090.2519001085777,2008244.0,58.96774193548387,0.4809989142236699,0.23887079261672095,1842,中等活跃
85501,1058.9791991679667,2036417.0,61.58064516129032,0.49921996879875197,0.24596983879355175,1923,高活跃
85502,922.7518037518038,1918401.0,66.64516129032258,0.5084175084175084,0.23665223665223664,2079,低活跃
85503,940.1697470817121,1932989.0,65.83870967741936,0.4805447470817121,0.2602140077821012,2056,中等活跃
85504,1009.8631955079122,1978322.0,62.83870967741935,0.4946401225114854,0.25114854517611024,1959,中等活跃
85505,987.5010162601626,1943402.0,62.74193548387097,0.516260162601626,0.2423780487804878,1968,中等活跃
85506,945.8789473684211,1976887.0,66.74193548387096,0.5119617224880383,0.24784688995215312,2090,中等活跃
85507,1021.5191815856778,1997070.0,62.645161290322584,0.5053708439897698,0.24552429667519182,1955,中等活跃
85508,992.3085210577865,2026294.0,65.09677419354838,0.5176297747306562,0.2590597453476983,2042,中等活跃
85509,911.4735621521336,1965137.0,68.87096774193549,0.5027829313543599,0.24582560296846012,2156,中等活跃
85510,955.551640926641,1979903.0,66.38709677419355,0.5115830115830116,0.24613899613899615,2072,中等活跃
85511,1095.8887677208288,2009860.0,58.903225806451616,0.5169029443838604,0.24536532170119957,1834,中等活跃
85512,925.7260208926875,1949579.0,67.3225806451613,0.50664767331434,0.25546058879392214,2106,中等活跃
85513,885.0697247706422,1929452.0,69.87096774193549,0.4944954128440367,0.24403669724770644,2180,低活跃
85514,890.6306844281121,1938903.0,69.51612903225806,0.4919614147909968,0.24942581534221406,2177,中等活跃
85515,908.5060465116279,1953288.0,68.54838709677419,0.5148837209302326,0.2688372093023256,2150,中等活跃
85516,934.7585096596137,2032165.0,69.74193548387096,0.4898804047838086,0.250229990800368,2174,高活跃
85517,1011.4053224155579,1976286.0,62.54838709677419,0.5005117707267144,0.2579324462640737,1954,中等活跃
85518,850.9621886120997,1912963.0,71.7741935483871,0.5209074733096085,0.25044483985765126,2248,低活跃
85519,1021.8868894601543,1987570.0,62.25806451612903,0.5095115681233933,0.24473007712082262,1945,中等活跃
85520,1066.4970540974825,1991150.0,59.806451612903224,0.5013390465988217,0.2495982860203535,1867,中等活跃
85521,1096.7036833424959,1994904.0,58.096774193548384,0.4947773501924134,0.2567344694887301,1819,中等活跃
85522,1050.906068601583,1991467.0,60.38709677419355,0.48337730870712403,0.2517150395778364,1895,中等活跃
85523,1038.1759259259259,2018214.0,62.41935483870968,0.5128600823045267,0.24228395061728394,1944,中等活跃
85524,1041.2183544303798,1974150.0,60.774193548387096,0.5131856540084389,0.24261603375527427,1896,中等活跃
85525,952.8981921979067,2002992.0,67.3225806451613,0.5161750713606089,0.2483349191246432,2102,中等活跃
85526,881.5202180826897,1940226.0,70.2258064516129,0.49159472966833256,0.2376192639709223,2201,中等活跃
85527,1140.630580357143,2044010.0,57.45161290322581,0.48604910714285715,0.23828125,1792,高活跃
85528,1047.2881089575694,1999273.0,61.12903225806452,0.5039287585123101,0.24463069669984286,1909,中等活跃
85529,982.773406374502,1973409.0,64.16129032258064,0.48804780876494025,0.25249003984063745,2008,中等活跃
85530,795.4784924211389,1941763.0,77.83870967741936,0.5014338385907415,0.25112658746415406,2441,中等活跃
85531,987.7443181818181,1912273.0,62.03225806451613,0.4994834710743802,0.2427685950413223,1936,低活跃
85532,971.5860188398611,1959689.0,64.3225806451613,0.5007436787307883,0.26227069905800693,2017,中等活跃
85533,906.3564356435644,2013924.0,70.96774193548387,0.49324932493249324,0.26282628262826285,2222,中等活跃
85534,1133.8533184606804,2032999.0,57.54838709677419,0.49693251533742333,0.24372559955382042,1793,高活跃
85535,1026.9845440494591,1993377.0,62.064516129032256,0.512107161257084,0.256053580628542,1941,中等活跃
85536,907.7342592592593,1960706.0,69.19354838709677,0.5268518518518519,0.25787037037037036,2160,中等活跃
85537,1257.1958637469586,2066830.0,52.67741935483871,0.5048661800486618,0.24574209245742093,1644,高活跃
85538,1008.6171194259355,1967812.0,62.516129032258064,0.4935930292157868,0.2603792926704254,1951,中等活跃
85539,977.3932086614174,1986063.0,65.16129032258064,0.49901574803149606,0.2573818897637795,2032,中等活跃
85540,938.7731414868106,1957342.0,66.7741935483871,0.5098321342925659,0.23309352517985613,2085,中等活跃
85541,874.8019757521329,1948184.0,71.03225806451613,0.4943870678042209,0.2586439155814998,2227,中等活跃
85542,955.8381845091268,1937484.0,64.96774193548387,0.48889985199802666,0.23926985693142575,2027,中等活跃
85543,900.8614001892148,1904421.0,67.35483870967742,0.48013245033112584,0.2403027436140019,2114,低活跃
85544,1135.3256338028168,2015203.0,56.903225806451616,0.5076056338028169,0.25295774647887326,1775,中等活跃
85545,938.5131768088165,1958677.0,66.87096774193549,0.5050311451844753,0.26689027311931,2087,中等活跃
85546,976.1070366699703,1969784.0,64.48387096774194,0.49702675916749256,0.25322101090188304,2018,中等活跃
85547,1122.854586129754,2007664.0,57.29032258064516,0.4994407158836689,0.24217002237136465,1788,中等活跃
85548,1006.9429581019687,1994754.0,63.54838709677419,0.4871277132761232,0.26501766784452296,1981,中等活跃
85549,977.0565026790064,2005897.0,65.58064516129032,0.49245007306380906,0.24111056989771068,2053,中等活跃
85550,956.2179487179487,1939210.0,65.16129032258064,0.5118343195266272,0.24358974358974358,2028,中等活跃
85551,940.1915312653865,1909529.0,65.0,0.5071393402264894,0.24766125061546038,2031,低活跃
85552,1006.2845569620254,1987412.0,63.16129032258065,0.4951898734177215,0.250126582278481,1975,中等活跃
85553,997.2605633802817,1982554.0,63.41935483870968,0.511569416498994,0.23993963782696176,1988,中等活跃
85554,1016.6088295687885,1980354.0,62.225806451612904,0.5118069815195072,0.27002053388090347,1948,中等活跃
85555,990.5499751367479,1991996.0,64.3225806451613,0.4783689706613625,0.25808055693684734,2011,中等活跃
85556,1051.5824468085107,1976975.0,59.96774193548387,0.4968085106382979,0.24361702127659574,1880,中等活跃
85557,1049.2509128847157,2011414.0,61.25806451612903,0.49295774647887325,0.2524778299426187,1917,中等活跃
85558,1037.4601259181532,1977399.0,60.935483870967744,0.4795383001049318,0.2528856243441763,1906,中等活跃
85559,973.0918674698795,1938399.0,63.67741935483871,0.4919678714859438,0.2715863453815261,1992,中等活跃
85560,1105.0486870897155,2020029.0,58.483870967741936,0.5,0.2461706783369803,1828,中等活跃
85561,1118.7041870581838,2057297.0,58.806451612903224,0.4948341489940185,0.255573681348559,1839,高活跃
85562,1018.5028841111694,1942285.0,61.0,0.5128474042999476,0.2716308337703199,1907,中等活跃
